"ASV"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"ASV2828"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2829"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2830"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2831"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2832"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2833"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2834"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2835"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2836"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2837"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2838"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2839"	"Eukaryota"	"Arthropoda"	"Malacostraca"	"Isopoda"	"Janiridae"	"Jaera"	"Jaera_albifrons"
"ASV2840"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2841"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2842"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2843"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2844"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2845"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2846"	"Eukaryota"	"Ministeria"	"Filasterea_2"	"Ministeria"	"Ministeria"	"Ministeria"	"Ministeria_vibrans"
"ASV2847"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2848"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2849"	"Eukaryota"	"Bryozoa"	"Gymnolaemata"	"Cheilostomatida"	"Candidae"	"Tricellaria"	"Tricellaria_occidentalis"
"ASV2850"	"Eukaryota"	"Bryozoa"	"Gymnolaemata"	"Cheilostomatida"	"Candidae"	"Tricellaria"	"Tricellaria_occidentalis"
"ASV2851"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2852"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2853"	"Eukaryota"	"Annelida"	"Polychaeta"	"Phyllodocida"	"Nereididae"	"Alitta"	"Alitta_succinea"
"ASV2854"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2855"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2856"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2857"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2858"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2859"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2860"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2861"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2862"	"Eukaryota"	"Cnidaria"	"Anthozoa"	"Alcyonacea"	NA	NA	NA
"ASV2863"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2864"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2865"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2866"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2867"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2868"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2869"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2870"	"Eukaryota"	"Bacillariophyta"	"Fragilariophyceae"	"Thalassionemales"	"Thalassionemataceae"	"Thalassionema"	"Thalassionema_nitzschioides"
"ASV2871"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2872"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2873"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2874"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2875"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2876"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2877"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2878"	"Eukaryota"	"Bacillariophyta"	"Bacillariophyceae"	"Naviculales"	"Berkeleyaceae"	"Berkeleya"	"Berkeleya_fennica"
"ASV2879"	"Eukaryota"	"Bacillariophyta"	"Bacillariophyceae"	"Naviculales"	"Sellaphoraceae"	"Sellaphora"	NA
"ASV2880"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2881"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2882"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2883"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2884"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2885"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2886"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2887"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2888"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2889"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2890"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2891"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2892"	"Eukaryota"	"Bacillariophyta"	"Coscinodiscophyceae"	"Thalassiosirales"	NA	NA	NA
"ASV2893"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2894"	"Eukaryota"	"Bacillariophyta"	"Coscinodiscophyceae"	"Thalassiosirales"	NA	NA	NA
"ASV2895"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2896"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2897"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2898"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2899"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2900"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2901"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2902"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2903"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2904"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2905"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2906"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2907"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2908"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2909"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2910"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2911"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2912"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2913"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2914"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2915"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2916"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2917"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2918"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2919"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2920"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2921"	"Eukaryota"	"Bryozoa"	"Stenolaemata"	"Cyclostomatida"	"Crisiidae"	"Crisia"	"Crisia_eburnea"
"ASV2922"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2923"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2924"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2925"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2926"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2927"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2928"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2929"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2930"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2931"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2932"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2933"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2934"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2935"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2936"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2937"	"Eukaryota"	"Ascomycota"	NA	NA	NA	NA	NA
"ASV2938"	"Eukaryota"	"Ascomycota"	NA	NA	NA	NA	NA
"ASV2939"	"Eukaryota"	"Ascomycota"	NA	NA	NA	NA	NA
"ASV2940"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2941"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2942"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2943"	"Eukaryota"	"Basidiomycota"	"Microbotryomycetes"	"Sporidiobolales"	"Sporidiobolaceae"	"Rhodotorula"	"Rhodotorula_taiwanensis"
"ASV2944"	"Eukaryota"	"Basidiomycota"	"Microbotryomycetes"	"Sporidiobolales"	"Sporidiobolaceae"	"Rhodotorula"	"Rhodotorula_taiwanensis"
"ASV2945"	"Eukaryota"	"Ascomycota"	NA	NA	NA	NA	NA
"ASV2946"	"Eukaryota"	"Chlorophyta"	"Ulvophyceae"	"Oltmannsiellopsidales"	"Oltmannsiellopsidaceae"	"Oltmannsiellopsis"	"Oltmannsiellopsis_viridis"
"ASV2947"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA
"ASV2948"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2949"	"Eukaryota"	"Ascomycota"	NA	NA	NA	NA	NA
"ASV2950"	"Eukaryota"	"Ascomycota"	NA	NA	NA	NA	NA
"ASV2951"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2952"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2953"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2954"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2955"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2956"	"Eukaryota"	"Ascomycota"	NA	NA	NA	NA	NA
"ASV2957"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Anthoathecata"	"Tubulariidae"	"Ectopleura"	"Ectopleura_larynx"
"ASV2958"	"Eukaryota"	"Ascomycota"	NA	NA	NA	NA	NA
"ASV2959"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2960"	"Eukaryota"	"Ascomycota"	"Dothideomycetes"	NA	NA	NA	NA
"ASV2961"	"Eukaryota"	"Ascomycota"	NA	NA	NA	NA	NA
"ASV2962"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2963"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2964"	"Eukaryota"	"Ascomycota"	NA	NA	NA	NA	NA
"ASV2965"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2966"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2967"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2968"	"Eukaryota"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Micractinium"	"Micractinium_singularis"
"ASV2969"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2970"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2971"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2972"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2973"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2974"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2975"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2976"	"Eukaryota"	"Ascomycota"	NA	NA	NA	NA	NA
"ASV2977"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2978"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2979"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2980"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2981"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2982"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2983"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2984"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2985"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2986"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2987"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2988"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2989"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2990"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2991"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2992"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2993"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2994"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2995"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2996"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2997"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2998"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV2999"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3000"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3001"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3002"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3003"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Clausocalanidae"	"Pseudocalanus"	"Pseudocalanus_mimus"
"ASV3004"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3005"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3006"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3007"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3008"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3009"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3010"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Anthoathecata"	"Bougainvilliidae"	"Lizzia"	"Lizzia_blondina"
"ASV3011"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3012"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3013"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3014"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3015"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3016"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3017"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3018"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3019"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3020"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3021"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3022"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3023"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3024"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3025"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3026"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3027"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3028"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3029"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3030"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3031"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3032"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3033"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3034"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3035"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3036"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3037"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3038"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3039"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3040"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3041"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3042"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3043"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3044"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3045"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3046"	"Eukaryota"	"Bacillariophyta"	"Bacillariophyceae"	"Bacillariales"	"Bacillariaceae"	NA	NA
"ASV3047"	"Eukaryota"	"Bacillariophyta"	"Bacillariophyceae"	"Bacillariales"	"Bacillariaceae"	NA	NA
"ASV3048"	"Eukaryota"	"Arthropoda"	"Insecta"	NA	NA	NA	NA
"ASV3049"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3050"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3051"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3052"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3053"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3054"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3055"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3056"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3057"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3058"	"Eukaryota"	"Annelida"	"Polychaeta"	"Spionida"	"Spionidae"	"Polydora"	"Polydora_websteri"
"ASV3059"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3060"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3061"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3062"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3063"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3064"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3065"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3066"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Paracalanidae"	"Paracalanus"	"Paracalanus_quasimodo"
"ASV3067"	"Eukaryota"	"Annelida"	"Clitellata"	"Haplotaxida"	"Naididae"	"Paranais"	"Paranais_litoralis"
"ASV3068"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3069"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3070"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3071"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3072"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3073"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Paracalanidae"	"Paracalanus"	"Paracalanus_parvus"
"ASV3074"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Paracalanidae"	"Paracalanus"	"Paracalanus_parvus"
"ASV3075"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3076"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3077"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3078"	"Eukaryota"	"Ascomycota"	"Saccharomycetes"	"Saccharomycetales"	"Dipodascaceae"	"Geotrichum"	"Geotrichum_candidum"
"ASV3079"	"Eukaryota"	"Ascomycota"	"Saccharomycetes"	"Saccharomycetales"	"Dipodascaceae"	"Geotrichum"	"Geotrichum_candidum"
"ASV3080"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3081"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3082"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3083"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3084"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3085"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3086"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3087"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3088"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3089"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3090"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3091"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3092"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3093"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3094"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3095"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3096"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3097"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3098"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3099"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3100"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3101"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3102"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3103"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3104"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3105"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3106"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3107"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3108"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3109"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3110"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3111"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3112"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3113"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3114"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3115"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3116"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3117"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3118"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3119"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3120"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3121"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3122"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3123"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3124"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3125"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3126"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3127"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3128"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3129"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3130"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3131"	"Eukaryota"	"Mollusca"	"Bivalvia"	"Veneroida"	"Tellinidae"	"Macoma"	"Macoma_calcarea"
"ASV3132"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3133"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3134"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3135"	"Eukaryota"	"Arthropoda"	NA	NA	NA	NA	NA
"ASV3136"	"Eukaryota"	"Porifera"	"Homoscleromorpha"	"Homosclerophorida"	"Oscarellidae"	"Oscarella"	NA
"ASV3137"	"Eukaryota"	"Ascomycota"	NA	NA	NA	NA	NA
"ASV3138"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3139"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3140"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3141"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3142"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3143"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3144"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3145"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3146"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3147"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3148"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3149"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3150"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3151"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3152"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3153"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3154"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3155"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3156"	"Eukaryota"	"Ascomycota"	NA	NA	NA	NA	NA
"ASV3157"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3158"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3159"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3160"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3161"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3162"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3163"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3164"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3165"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3166"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3167"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3168"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3169"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3170"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3171"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3172"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3173"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3174"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3175"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3176"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3177"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3178"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3179"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3180"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3181"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3182"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3183"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3184"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3185"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3186"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV3187"	"Eukaryota"	NA	NA	NA	NA	NA	NA
